Crossover Operator,Time Elapsed,Final Fitness,Num Iterations,Final Num Ingredients,Num Requirements Met,Num Requirements Unmet,Mutation Operator,Final Cost,Number of Iterations,Final Quantity,Number of Requirements met
,2.160975933074951,115976.25989248342,,,,,Uniform,50925.75000000004,168.0,2272.0,4.0
,5.088602066040039,60862.770213243755,,,,,Uniform,21300.74999999999,378.0,1202.0,3.0
,6.6089396476745605,53399.855201396735,,,,,Uniform,21835.499999999996,500.0,1051.0,3.0
,4.631144285202026,48844.96261155414,,,,,Uniform,20541.000000000022,345.0,961.0,4.0
,4.947702884674072,40744.35520882174,,,,,Uniform,12981.000000000018,381.0,808.0,4.0
,2.6652119159698486,85049.90023997377,,,,,Uniform,32499.749999999945,214.0,1674.0,5.0
,4.016980886459351,63647.58934748789,,,,,Uniform,25081.49999999994,312.0,1253.0,5.0
,5.4429755210876465,43246.999446190974,,,,,Uniform,18495.749999999975,417.0,851.0,5.0
,7.108447551727295,32328.265509344787,,,,,Uniform,14778.000000000018,500.0,636.0,1.0
,2.734194755554199,79562.40559340412,,,,,Uniform,38834.249999999956,210.0,1555.0,3.0
,3.8496756553649902,62066.42371042226,,,,,Uniform,20732.249999999996,306.0,1227.0,3.0
,2.5349783897399902,96040.60743480596,,,,,Uniform,31240.500000000015,184.0,1897.0,1.0
,4.632653474807739,57358.14758182112,,,,,Uniform,25346.25,365.0,1126.0,10.0
,2.6032447814941406,86444.08727591082,,,,,Uniform,26594.999999999956,207.0,1710.0,5.0
,5.425753116607666,47137.082777049305,,,,,Uniform,16521.000000000015,418.0,932.0,6.0
,3.178959608078003,73922.64880694734,,,,,Uniform,43629.75000000005,240.0,1435.0,5.0
,4.141083002090454,68353.10477665332,,,,,Uniform,24150.750000000015,319.0,1349.0,6.0
,5.264552116394043,50195.79553238706,,,,,Uniform,16970.99999999997,398.0,993.0,2.0
,5.583820819854736,47679.342036033566,,,,,Uniform,17951.999999999975,364.0,941.0,3.0
,4.316926956176758,60851.54593346947,,,,,Uniform,22622.25000000001,329.0,1200.0,2.0
,3.1412086486816406,85934.72019839371,,,,,Uniform,35343.000000000065,242.0,1688.0,3.0
,4.360808372497559,61533.6216536952,,,,,Uniform,34343.250000000065,337.0,1198.0,5.0
,3.701958656311035,70263.20395247749,,,,,Uniform,25239.750000000036,287.0,1386.0,5.0
,2.4770314693450928,93963.63830056184,,,,,Uniform,38077.50000000004,193.0,1846.0,1.0
,5.371325254440308,52398.53051077204,,,,,Uniform,24689.999999999975,395.0,1027.0,7.0
,4.966656446456909,49867.983187074715,,,,,Uniform,20990.99999999998,390.0,981.0,4.0
,5.9182469844818115,35638.48546611474,,,,,Uniform,13812.75,430.0,704.0,3.0
,3.9313642978668213,46765.52146051298,,,,,Uniform,19140.00000000003,276.0,921.0,3.0
,5.350930690765381,50591.549647491185,,,,,Uniform,19928.250000000036,424.0,997.0,5.0
,4.388944387435913,65387.452103650634,,,,,Multipoint,25851.75,347.0,1287.0,6.0
,3.170179843902588,79057.42699227552,,,,,Multipoint,23810.249999999993,252.0,1565.0,3.0
,6.15633225440979,39580.313653092926,,,,,Multipoint,16366.500000000016,500.0,780.0,3.0
,6.388758182525635,49516.66569788222,,,,,Multipoint,28382.250000000007,498.0,964.0,3.0
,5.380383253097534,44677.634424575954,,,,,Multipoint,14633.25000000001,421.0,885.0,2.0
,2.918710708618164,102226.3621645357,,,,,Multipoint,56237.99999999999,231.0,1988.0,4.0
,6.17299747467041,36157.19163877091,,,,,Multipoint,17126.999999999956,500.0,710.0,4.0
,3.078756332397461,93845.32472022325,,,,,Multipoint,34068.00000000006,249.0,1849.0,6.0
,4.1763763427734375,56382.32762340116,,,,,Multipoint,21138.000000000004,344.0,1112.0,3.0
,3.7064104080200195,76430.8728788214,,,,,Multipoint,27617.99999999999,294.0,1507.0,4.0
,8.630750179290771,65635.77494297348,,,,,Multipoint,25107.000000000033,500.0,1293.0,4.0
,6.0951220989227295,59668.1438767424,,,,,Multipoint,26474.25000000001,469.0,1171.0,5.0
,3.754002094268799,88085.3407730893,,,,,Multipoint,32590.49999999997,297.0,1735.0,3.0
,6.209055423736572,30362.42847340775,,,,,Multipoint,12088.499999999985,500.0,600.0,3.0
,3.5452380180358887,62710.5329694065,,,,,Multipoint,23689.50000000002,283.0,1236.0,3.0
,3.79988431930542,61583.26445143798,,,,,Multipoint,20189.249999999993,312.0,1218.0,5.0
,7.32093620300293,36511.82384020311,,,,,Multipoint,17235.749999999996,499.0,717.0,2.0
,6.200517654418945,55806.88194475546,,,,,Multipoint,21445.500000000022,500.0,1100.0,3.0
,4.504554748535156,46301.11631663284,,,,,Multipoint,15897.750000000005,359.0,916.0,5.0
,4.582504034042358,67437.69983902338,,,,,Multipoint,26063.24999999995,368.0,1328.0,5.0
,6.381665945053101,44744.923108039635,,,,,Multipoint,23835.000000000025,500.0,874.0,7.0
,4.821698427200317,52297.68565465218,,,,,Multipoint,19453.500000000007,390.0,1032.0,2.0
,5.410382986068726,46019.71014397666,,,,,Multipoint,16145.249999999985,443.0,910.0,4.0
,5.14377236366272,66503.3827615063,,,,,Multipoint,28437.000000000022,318.0,1306.0,6.0
,6.2504003047943115,54468.67577691731,,,,,Multipoint,22972.499999999935,500.0,1071.0,3.0
,3.2855706214904785,67875.59551766906,,,,,Multipoint,23692.49999999997,265.0,1340.0,4.0
,6.397075653076172,34311.76283304211,,,,,Multipoint,10288.499999999978,500.0,682.0,0.0
,6.150799036026001,36669.70809918737,,,,,Multipoint,12904.49999999998,500.0,726.0,0.0
,5.475764989852905,52843.13771220425,,,,,Multipoint,26145.74999999999,450.0,1034.0,2.0
,5.983018159866333,43627.913849055374,,,,,Multipoint,13782.749999999967,487.0,865.0,3.0
,5.632453441619873,54461.667546709075,,,,,Multipoint,28825.499999999993,459.0,1063.0,4.0
,5.012687921524048,64041.91074635928,,,,,Multipoint,23546.999999999996,361.0,1263.0,7.0
,6.29453182220459,32157.149048928328,,,,,Multipoint,24121.499999999993,499.0,620.0,4.0
,4.625788450241089,48124.95129501782,,,,,Multipoint,17933.250000000015,379.0,950.0,6.0
,3.3764913082122803,71937.22884852737,,,,,Multipoint,24277.500000000076,279.0,1421.0,5.0
,5.695369005203247,60052.351695275225,,,,,Multipoint,22553.24999999992,436.0,1184.0,5.0
,6.106264352798462,47595.222489289015,,,,,Multipoint,30840.749999999985,500.0,922.0,3.0
,5.341105699539185,46102.95808642461,,,,,Multipoint,18883.500000000025,435.0,908.0,5.0
,6.486554861068726,41767.575784342305,,,,,Multipoint,13434.0,500.0,828.0,4.0
,6.7275121212005615,61581.687290760834,,,,,Multipoint,15696.000000000022,500.0,1224.0,6.0
,6.584549427032471,40891.7541800457,,,,,Multipoint,15936.750000000024,500.0,807.0,4.0
,4.581387281417847,65798.37494297347,,,,,Multipoint,27545.999999999996,358.0,1293.0,6.0
,6.545710325241089,52396.6428560844,,,,,Multipoint,15724.500000000011,500.0,1039.0,3.0
,3.496999979019165,80233.77987317841,,,,,Multipoint,47414.99999999992,282.0,1557.0,6.0
,5.5147926807403564,45373.84882744035,,,,,Multipoint,14649.75,438.0,899.0,3.0
,5.420055866241455,42363.3829857745,,,,,Multipoint,17157.749999999967,417.0,835.0,4.0
,3.7940855026245117,86394.69879952233,,,,,Multipoint,49691.999999999935,306.0,1678.0,5.0
,2.9027163982391357,99375.8201909687,,,,,Multipoint,55940.99999999991,228.0,1931.0,3.0
,4.383503198623657,48614.85952522605,,,,,Multipoint,19323.750000000025,362.0,958.0,6.0
,4.9125800132751465,66259.07638342491,,,,,Multipoint,37436.24999999998,376.0,1289.0,6.0
,6.16127872467041,19608.518957533033,,,,,Arithmetic,8132.2777217285475,500.0,388.1464466720665,1.0
,5.898805856704712,16966.780420193787,,,,,Arithmetic,7226.0507634026035,500.0,336.00641514156786,1.0
,6.081150531768799,20052.98414095933,,,,,Arithmetic,8053.8216836526035,500.0,397.2298269140391,1.0
,6.121289491653442,18023.92282630792,,,,,Arithmetic,7403.390130050702,500.0,357.1207808318693,1.0
,6.091670513153076,15868.248578352684,,,,,Arithmetic,6524.8838199993215,500.0,314.76141075444775,1.0
,6.229717254638672,19897.760873935385,,,,,Arithmetic,7837.435671796807,500.0,394.3858640903418,1.0
,6.341134071350098,15750.203409520547,,,,,Arithmetic,6400.191011213509,500.0,312.54493282516336,1.0
,6.926349639892578,18793.653811011467,,,,,Arithmetic,7305.8505335291375,500.0,372.79988773827824,1.0
,6.152486085891724,20431.807147115283,,,,,Arithmetic,8544.900292945096,500.0,404.2203702763548,1.0
,6.1516501903533936,19370.959711690768,,,,,Arithmetic,7846.857869110765,500.0,383.73234399474615,1.0
,6.051654815673828,18658.950120889614,,,,,Arithmetic,6847.028376253204,500.0,370.6968626571086,1.0
,6.101809978485107,17535.321938530014,,,,,Arithmetic,7256.58820967872,500.0,347.4492372177833,1.0
,7.427383661270142,18539.357369366277,,,,,Arithmetic,7544.588060333266,500.0,367.3418825176029,1.0
,6.084308624267578,17208.774174026294,,,,,Arithmetic,7157.711337140324,500.0,340.986461388607,1.0
,6.1618804931640625,18479.743290154533,,,,,Arithmetic,7402.362945995125,500.0,366.32926040040104,1.0
,6.446253538131714,18129.27349450667,,,,,Arithmetic,7161.8710832894885,500.0,359.5739828828879,1.0
,6.467711687088013,18834.881318864343,,,,,Arithmetic,7691.867296087403,500.0,373.112831276921,1.0
,6.250504493713379,17872.671792153593,,,,,Arithmetic,7073.19722301586,500.0,354.51030496774956,1.0
,6.300563812255859,16698.370780731642,,,,,Arithmetic,7745.307082838966,500.0,329.88559235703184,1.0
,6.610435247421265,16701.85525745233,,,,,Arithmetic,6529.1888510785675,500.0,331.5935961834477,1.0
,6.594024658203125,16045.924758780187,,,,,Arithmetic,7025.898729965052,500.0,317.6756185401702,1.0
,6.1264965534210205,18101.16940903778,,,,,Arithmetic,7333.6138465697495,500.0,358.77504149366285,1.0
,5.8481128215789795,18362.41371688461,,,,,Arithmetic,7779.179173395908,500.0,363.4519062382848,1.0
,5.7980711460113525,20160.303126201507,,,,,Arithmetic,8435.974511810195,500.0,398.88295229505854,1.0
,6.6676130294799805,17337.733643946292,,,,,Arithmetic,7253.3191482544635,500.0,343.4625625460921,1.0
,8.037990808486938,15618.962656807826,,,,,Arithmetic,6811.830302596476,500.0,309.3396947659145,1.0
,6.706866979598999,18609.30162370195,,,,,Arithmetic,8134.138644136833,500.0,367.9607962707906,1.0
,11.739655017852783,19026.416431628008,,,,,Arithmetic,8235.724837748647,500.0,376.24928323772355,1.0
,8.307198286056519,20309.39478197301,,,,,Arithmetic,8230.42526538795,500.0,402.17123969956873,1.0
,11.259004354476929,17292.545632015957,,,,,Arithmetic,7370.367479213226,500.0,342.3921950733305,1.0
,8.362121343612671,19259.063825364236,,,,,Arithmetic,8020.92733679829,500.0,381.23776278114985,1.0
,7.646973371505737,19129.084408900017,,,,,Arithmetic,7795.129412009317,500.0,378.91637337453363,1.0
,7.50417947769165,20893.667323323905,,,,,Arithmetic,8708.274858687604,500.0,413.32946282727727,1.0
,6.687140703201294,20572.727642363836,,,,,Arithmetic,7529.686061754874,500.0,408.43390114916184,1.0
,6.629044771194458,18364.650501022643,,,,,Arithmetic,7572.845892698597,500.0,363.7749346936562,1.0
,6.803415775299072,19962.17948498441,,,,,Arithmetic,7876.574194453913,500.0,395.63434880781284,1.0
,6.498302698135376,19271.153989830556,,,,,Arithmetic,8089.530355525376,500.0,381.38959083886306,0.0
,7.438410520553589,17583.838546181927,,,,,Arithmetic,8000.047025046358,500.0,347.4280825836425,1.0
,7.1997010707855225,18058.147765249105,,,,,Arithmetic,7696.534360626478,500.0,357.41734167032524,1.0
,6.697544813156128,18834.529828208222,,,,,Arithmetic,7552.342527205982,500.0,373.29361515498834,1.0
,6.791421890258789,17244.912989242457,,,,,Arithmetic,7106.660865515561,500.0,341.78517204458484,1.0
,6.732852220535278,16898.82545775394,,,,,Arithmetic,7016.906366489733,500.0,334.91542921025524,1.0
,6.665360927581787,19379.923198529657,,,,,Arithmetic,7184.176142621381,500.0,384.80576220858813,1.0
,7.012115240097046,16804.56495625615,,,,,Arithmetic,6928.847243748196,500.0,333.1300458629728,1.0
,8.036627292633057,17767.902146825898,,,,,Arithmetic,6712.563543275569,500.0,352.87969596659855,1.0
,6.630742311477661,17630.10706358043,,,,,Arithmetic,7404.150413264846,500.0,349.16509074751326,1.0
,6.72547459602356,16844.576365941375,,,,,Arithmetic,6807.930880989171,500.0,334.10106006719866,1.0
,6.779110431671143,19033.948960966314,,,,,Arithmetic,7597.9182060402345,500.0,377.2603008819498,1.0
,6.6059277057647705,18443.6968895826,,,,,Arithmetic,7341.337689165988,500.0,365.68333725222675,1.0
,6.901661157608032,20753.095632471704,,,,,Arithmetic,8927.197761518106,500.0,410.19526087393496,1.0
,7.493854522705078,16781.77819996463,,,,,Geometric,7442.889078005212,500.0,331.97757009023184,1.0
,7.307678937911987,19078.52475306498,,,,,Geometric,8080.304597234137,500.0,377.5111052151216,1.0
,7.186239957809448,17832.588671011847,,,,,Geometric,7418.158368201344,500.0,353.23614425727385,1.0
,6.804616451263428,16288.268988819127,,,,,Geometric,6367.519228230586,500.0,323.4572901773643,1.0
,6.622835159301758,16358.489839156899,,,,,Geometric,6347.279673981241,500.0,324.9029323909735,1.0
,6.732735872268677,18762.788199472056,,,,,Geometric,7725.023476644695,500.0,371.6119776987231,1.0
,7.086360454559326,19006.519639036036,,,,,Geometric,8312.209774584537,500.0,375.744394469857,1.0
,8.5204598903656,18077.571759900573,,,,,Geometric,7685.535968783191,500.0,357.82449643597005,1.0
,7.6723549365997314,19325.786794148335,,,,,Geometric,7434.964400790674,500.0,383.3745528009477,1.0
,6.152638673782349,17175.475385741476,,,,,Geometric,7041.296235898333,500.0,340.4706249262048,1.0
,4.973891973495483,16486.455270340975,,,,,Geometric,7138.3860548407365,500.0,326.4223987870258,1.0
,5.080136060714722,19136.005637093487,,,,,Geometric,8223.375660574344,500.0,378.47949986964915,1.0
,5.588423013687134,17708.23370746646,,,,,Geometric,7655.955238050315,500.0,350.40408759964237,1.0
,5.047334909439087,18485.182631123385,,,,,Geometric,7999.134210084299,500.0,365.6355190605599,1.0
,5.112361192703247,19128.368422123163,,,,,Geometric,8152.300759968571,500.0,378.4209453603405,1.0
,5.1653125286102295,16940.601436539117,,,,,Geometric,7584.049344090591,500.0,334.99554728776485,1.0
,5.273747205734253,16473.3751358754,,,,,Geometric,6784.287183132193,500.0,326.63502220239707,1.0
,6.868969678878784,17065.833660997552,,,,,Geometric,6884.423618532642,500.0,338.4672210040535,1.0
,7.162064790725708,19704.701575144754,,,,,Geometric,8320.407748974514,500.0,389.8358995834438,1.0
,13.98606014251709,20082.034061056765,,,,,Geometric,8220.929482256244,500.0,397.591578056175,1.0
,5.385527610778809,16196.048050581354,,,,,Geometric,6255.785055337008,500.0,321.7449846227692,1.0
,4.60362982749939,15539.165599149448,,,,,Geometric,6043.539188152255,500.0,308.762456141087,1.0
,4.7485034465789795,16688.282176562985,,,,,Geometric,7085.92238630717,500.0,330.5697384997039,1.0
,4.706525564193726,18158.181528193047,,,,,Geometric,7035.7318662539,500.0,360.32775359071275,1.0
,5.327959299087524,19246.457103613382,,,,,Geometric,8273.952136343747,500.0,380.64239778324514,1.0
,4.647859573364258,17061.60435337099,,,,,Geometric,7252.696456764672,500.0,337.8858783528874,1.0
,4.678737640380859,15120.648357824935,,,,,Geometric,6114.061503019522,500.0,300.21388070282876,1.0
,4.704739093780518,18536.072828202003,,,,,Geometric,7914.921159199996,500.0,366.77684881971453,1.0
,5.39169716835022,20041.180906317935,,,,,Geometric,8569.646533780196,500.0,396.29680578101926,1.0
,5.136374473571777,18216.536921981336,,,,,Geometric,7448.594571609037,500.0,360.95051183797693,1.0
,5.843923091888428,20769.70615815199,,,,,Geometric,8098.492922133287,500.0,411.6467074793962,1.0
,5.487837314605713,18242.842159269832,,,,,Geometric,8069.247148978658,500.0,360.64608126571125,1.0
,4.871940851211548,18340.32586028571,,,,,Geometric,7227.714232356983,500.0,363.7483556303796,1.0
,4.591349840164185,19382.085398401934,,,,,Geometric,7946.011098001928,500.0,383.82355179275004,1.0
,4.726072311401367,18155.069676276988,,,,,Geometric,7400.387950756492,500.0,359.7738526848774,1.0
,4.604925155639648,15069.679997178719,,,,,Geometric,5937.304982413704,500.0,299.4223929378288,1.0
,4.882207632064819,17633.29045760757,,,,,Geometric,7199.963363894365,500.0,349.5043496235872,1.0
,4.683450937271118,17920.68350467893,,,,,Geometric,6948.634240740639,500.0,355.64782744378306,1.0
,5.187941312789917,18505.362153658814,,,,,Geometric,7423.967328408782,500.0,366.8176422393032,1.0
,4.659681797027588,18699.303979067467,,,,,Geometric,7875.750600854736,500.0,370.1266942026313,1.0
,4.718928098678589,22284.16378595505,,,,,Geometric,9042.649350260248,500.0,440.96576860034367,1.0
,4.642124891281128,17916.325799899947,,,,,Geometric,7171.071120889148,500.0,355.26027355382365,1.0
,4.687975168228149,17607.467202819564,,,,,Geometric,6985.0540270615475,500.0,349.27214314736096,1.0
,4.777121305465698,19919.4446821968,,,,,Geometric,8240.343962674595,500.0,394.28129926949936,1.0
,4.629371881484985,20533.374397052175,,,,,Geometric,8843.554794959575,500.0,405.869755210533,1.0
,4.680913925170898,17561.39441255908,,,,,Geometric,7625.134134182454,500.0,347.4795911089218,1.0
,4.851621866226196,17055.32185547469,,,,,Geometric,6507.307474227468,500.0,338.76271696434515,1.0
,4.9761576652526855,16966.15658667587,,,,,Geometric,6788.66819542396,500.0,336.58279236825797,1.0
,4.619425296783447,16005.93748496503,,,,,Geometric,5650.609669432474,500.0,318.71987744267295,1.0
,4.624013662338257,19413.051848786858,,,,,Geometric,8279.351362429552,500.0,384.0001667176436,1.0
